timestamp_of_message,year,month,day_of_month,hour,minute,second,millisecond,day_of_week,day_of_year,week_of_year,is_weekend,seconds_since_midnight,time_of_day_bucket,device_identifier,vendor,physical_site_id,geolocation_code,device_role,device_function,device_model_number,device_importance,version_number,module_name,severity,log_type,log_status,cid,oid,sequence_number,description,device_with_description,metadata,is_unhappy
Sep 25 2024 12:49:57,2024,9,25,12,49,57,0,2,269,39,0,46197,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:49:58,2024,9,25,12,49,58,0,2,269,39,0,46198,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:49:58,2024,9,25,12,49,58,0,2,269,39,0,46198,Afternoon,GPN-0479-WES-RAN--AR22-01,GPN,0479,WES,RAN,,AR22,01,01,SNMP,5,SNMP_LOG_IP_UNLOCK,(l),,,,The IP address of request message was unlocked because timeout. ,GPN-0479-WES-RAN--AR22-01 -> The IP address of request message was unlocked because timeout. ,"SourceIPType=1, SourceIP=10.210.105.117",
Sep 25 2024 12:49:58,2024,9,25,12,49,58,0,2,269,39,0,46198,Afternoon,GPN-0479-WES-RAN--AR22-01,GPN,0479,WES,RAN,,AR22,01,01,SNMP,5,SNMP_IP_LOCK,(l),,,,The IP address of request message was locked because authentication failed. ,GPN-0479-WES-RAN--AR22-01 -> The IP address of request message was locked because authentication failed. ,"SourceIPType=1, SourceIP=10.210.105.117",
Sep 25 2024 12:49:58,2024,9,25,12,49,58,0,2,269,39,0,46198,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:49:58,2024,9,25,12,49,58,0,2,269,39,0,46198,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:49:58,2024,9,25,12,49,58,0,2,269,39,0,46198,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:49:59,2024,9,25,12,49,59,0,2,269,39,0,46199,Afternoon,GPN-0669-ROO-NAT-RES-AR12-01,GPN,0669,ROO,NAT,RES,AR12,01,01,FTPS,5,REQUEST,(l),,,,The user had a request. ,GPN-0669-ROO-NAT-RES-AR12-01 -> The user had a request. ,"UserName="""", IpAddress=IP/IPV6: 172.31.252.204 , VpnInstanceName=""VPN: "", Request=QUIT",
Sep 25 2024 12:49:59,2024,9,25,12,49,59,0,2,269,39,0,46199,Afternoon,GPN-0267-SED-CLI--AR12-01,GPN,0267,SED,CLI,,AR12,01,01,SNMP,5,SNMP_LOG_IP_UNLOCK,(l),,,,The IP address of request message was unlocked because timeout. ,GPN-0267-SED-CLI--AR12-01 -> The IP address of request message was unlocked because timeout. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:49:59,2024,9,25,12,49,59,0,2,269,39,0,46199,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:49:59,2024,9,25,12,49,59,0,2,269,39,0,46199,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:49:59,2024,9,25,12,49,59,0,2,269,39,0,46199,Afternoon,GPN-0267-SED-CLI--AR12-01,GPN,0267,SED,CLI,,AR12,01,01,SNMP,5,SNMP_IP_LOCK,(l),,,,The IP address of request message was locked because authentication failed. ,GPN-0267-SED-CLI--AR12-01 -> The IP address of request message was locked because authentication failed. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:49:59,2024,9,25,12,49,59,0,2,269,39,0,46199,Afternoon,GPN-0295-TEM-TRA-LIC-AR12-01,GPN,0295,TEM,TRA,LIC,AR12,01,01,SNMP,5,SNMP_LOG_IP_UNLOCK,(l),,,,The IP address of request message was unlocked because timeout. ,GPN-0295-TEM-TRA-LIC-AR12-01 -> The IP address of request message was unlocked because timeout. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:49:59,2024,9,25,12,49,59,0,2,269,39,0,46199,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:49:59,2024,9,25,12,49,59,0,2,269,39,0,46199,Afternoon,GPN-0295-TEM-TRA-LIC-AR12-01,GPN,0295,TEM,TRA,LIC,AR12,01,01,SNMP,5,SNMP_IP_LOCK,(l),,,,The IP address of request message was locked because authentication failed. ,GPN-0295-TEM-TRA-LIC-AR12-01 -> The IP address of request message was locked because authentication failed. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:49:59,2024,9,25,12,49,59,0,2,269,39,0,46199,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:49:59,2024,9,25,12,49,59,0,2,269,39,0,46199,Afternoon,GPN-0159-LEN-CLI--AR12-01,GPN,0159,LEN,CLI,,AR12,01,01,SHELL,5,CMDRECORD,(l),,,,Record command information. ,GPN-0159-LEN-CLI--AR12-01 -> Record command information. ,"Task=Co0, Ip=**, User=**, Command=""log on fail"", Result=Success)",
Sep 25 2024 12:50:00,2024,9,25,12,50,0,0,2,269,39,0,46200,Afternoon,GPN-0006-WRD-DS--S97-01,GPN,0006,WRD,DS,,S97,01,01,SNMP,4,SNMP_FAIL,(l),,,,Failed to login through SNMP. ,GPN-0006-WRD-DS--S97-01 -> Failed to login through SNMP. ,"Ip=102.134.198.110, Times=6, Reason=the community was incorrect",
Sep 25 2024 12:50:00,2024,9,25,12,50,0,0,2,269,39,0,46200,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:01,2024,9,25,12,50,1,0,2,269,39,0,46201,Afternoon,GPN-0484-GEO-MUK-HOS-AR12-01,GPN,0484,GEO,MUK,HOS,AR12,01,01,SECE,4,SPECIFY_SIP_ATTACK,(l),,,,The specified source IP address initiates an attack.,GPN-0484-GEO-MUK-HOS-AR12-01 -> The specified source IP address initiates an attack.,"Slot=MPU, SourceAttackIP = 172.31.96.2, AttackPackets=16 packets per second",
Sep 25 2024 12:50:01,2024,9,25,12,50,1,0,2,269,39,0,46201,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:01,2024,9,25,12,50,1,0,2,269,39,0,46201,Afternoon,GPN-0200-BEN-ROA-TRA-AR12-01,GPN,0200,BEN,ROA,TRA,AR12,01,01,SHELL,5,CMDRECORD,(l),,,,Record command information. ,GPN-0200-BEN-ROA-TRA-AR12-01 -> Record command information. ,"Task=Co0, Ip=**, User=**, Command=""log on fail"", Result=Success)",
Sep 25 2024 12:50:01,2024,9,25,12,50,1,0,2,269,39,0,46201,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:03,2024,9,25,12,50,3,0,2,269,39,0,46203,Afternoon,GPN-0008-SBA-CR--M14-01,GPN,0008,SBA,CR,,M14,01,01,SNMP,3,SNMP_AUTHEN_FAILED,(s),0x80d50452,,,Failed to login through SNMP. ,GPN-0008-SBA-CR--M14-01 -> Failed to login through SNMP. ,"Version=v1, UserName=**, Ip=192.168.0.40, VpnName=SKYWIRE.VPN, RequestID=1, PduType=Get, Reason=Community is incorrect",
Sep 25 2024 12:50:03,2024,9,25,12,50,3,0,2,269,39,0,46203,Afternoon,GPN-0008-SBA-CR--M14-01,GPN,0008,SBA,CR,,M14,01,01,SNMP,4,SNMP_IPLOCK,(s),0x80d50452,,,The source IP was locked because of the failure of login through SNMP.,GPN-0008-SBA-CR--M14-01 -> The source IP was locked because of the failure of login through SNMP.,"SourceIP=192.168.0.40, VPN=SKYWIRE.VPN",
Sep 25 2024 12:50:03,2024,9,25,12,50,3,0,2,269,39,0,46203,Afternoon,GPN-0001-TLK-CR--M14-01,GPN,0001,TLK,CR,,M14,01,01,SNMP,3,SNMP_AUTHEN_FAILED,(s),0x80d50422,,,Failed to login through SNMP. ,GPN-0001-TLK-CR--M14-01 -> Failed to login through SNMP. ,"Version=v3, UserName=NMS_admin, Ip=172.31.25.10, VpnName=_public_, RequestID=4294967295, PduType=Unknown PDU type, Reason=Wrong Authentication Parameters for USM User)",
Sep 25 2024 12:50:04,2024,9,25,12,50,4,0,2,269,39,0,46204,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:05,2024,9,25,12,50,5,0,2,269,39,0,46205,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:06,2024,9,25,12,50,6,0,2,269,39,0,46206,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:07,2024,9,25,12,50,7,0,2,269,39,0,46207,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:09,2024,9,25,12,50,9,0,2,269,39,0,46209,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:09,2024,9,25,12,50,9,0,2,269,39,0,46209,Afternoon,GPN-0479-WES-RAN--AR22-01,GPN,0479,WES,RAN,,AR22,01,01,SNMP,5,SNMP_LOG_IP_UNLOCK,(l),,,,The IP address of request message was unlocked because timeout. ,GPN-0479-WES-RAN--AR22-01 -> The IP address of request message was unlocked because timeout. ,"SourceIPType=1, SourceIP=10.210.105.117",
Sep 25 2024 12:50:09,2024,9,25,12,50,9,0,2,269,39,0,46209,Afternoon,GPN-0479-WES-RAN--AR22-01,GPN,0479,WES,RAN,,AR22,01,01,SNMP,5,SNMP_IP_LOCK,(l),,,,The IP address of request message was locked because authentication failed. ,GPN-0479-WES-RAN--AR22-01 -> The IP address of request message was locked because authentication failed. ,"SourceIPType=1, SourceIP=10.210.105.117",
Sep 25 2024 12:50:10,2024,9,25,12,50,10,0,2,269,39,0,46210,Afternoon,GPN-0269-SOS-2-CLI-AR12-01,GPN,0269,SOS,2,CLI,AR12,01,01,SNMP,5,SNMP_LOG_IP_UNLOCK,(l),,,,The IP address of request message was unlocked because timeout. ,GPN-0269-SOS-2-CLI-AR12-01 -> The IP address of request message was unlocked because timeout. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:50:10,2024,9,25,12,50,10,0,2,269,39,0,46210,Afternoon,GPN-0296-TEM-LIC--AR12-01,GPN,0296,TEM,LIC,,AR12,01,01,SNMP,5,SNMP_LOG_IP_UNLOCK,(l),,,,The IP address of request message was unlocked because timeout. ,GPN-0296-TEM-LIC--AR12-01 -> The IP address of request message was unlocked because timeout. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:50:10,2024,9,25,12,50,10,0,2,269,39,0,46210,Afternoon,GPN-0068-NNH-CR--X3-01,GPN,0068,NNH,CR,,X3,01,01,INFO,4,SUPPRESS_LOG,(l),,,,Last message repeated 1 times.,GPN-0068-NNH-CR--X3-01 -> Last message repeated 1 times.,"InfoID=1082212355, ModuleName=SNMP, InfoAlias=SNMP_FAIL",
Sep 25 2024 12:50:10,2024,9,25,12,50,10,0,2,269,39,0,46210,Afternoon,GPN-0269-SOS-2-CLI-AR12-01,GPN,0269,SOS,2,CLI,AR12,01,01,SNMP,5,SNMP_IP_LOCK,(l),,,,The IP address of request message was locked because authentication failed. ,GPN-0269-SOS-2-CLI-AR12-01 -> The IP address of request message was locked because authentication failed. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:50:10,2024,9,25,12,50,10,0,2,269,39,0,46210,Afternoon,GPN-0296-TEM-LIC--AR12-01,GPN,0296,TEM,LIC,,AR12,01,01,SNMP,5,SNMP_IP_LOCK,(l),,,,The IP address of request message was locked because authentication failed. ,GPN-0296-TEM-LIC--AR12-01 -> The IP address of request message was locked because authentication failed. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:50:10,2024,9,25,12,50,10,0,2,269,39,0,46210,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:11,2024,9,25,12,50,11,0,2,269,39,0,46211,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:11,2024,9,25,12,50,11,0,2,269,39,0,46211,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:11,2024,9,25,12,50,11,0,2,269,39,0,46211,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:11,2024,9,25,12,50,11,0,2,269,39,0,46211,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:11,2024,9,25,12,50,11,0,2,269,39,0,46211,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:11,2024,9,25,12,50,11,0,2,269,39,0,46211,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:12,2024,9,25,12,50,12,0,2,269,39,0,46212,Afternoon,GPN-0008-SBA-CR--M14-01,GPN,0008,SBA,CR,,M14,01,01,SNMP,4,SNMP_IPUNLOCK,(s),0x80d50452,,,The source IP was unlocked.,GPN-0008-SBA-CR--M14-01 -> The source IP was unlocked.,"SourceIP=192.168.0.40, VPN=SKYWIRE.VPN",
Sep 25 2024 12:50:12,2024,9,25,12,50,12,0,2,269,39,0,46212,Afternoon,GPN-0008-SBA-CR--M14-01,GPN,0008,SBA,CR,,M14,01,01,SNMP,4,SNMP_IPLOCK,(s),0x80d50452,,,The source IP was locked because of the failure of login through SNMP.,GPN-0008-SBA-CR--M14-01 -> The source IP was locked because of the failure of login through SNMP.,"SourceIP=192.168.0.40, VPN=SKYWIRE.VPN",
Sep 25 2024 12:50:12,2024,9,25,12,50,12,0,2,269,39,0,46212,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:12,2024,9,25,12,50,12,0,2,269,39,0,46212,Afternoon,GPN-0231-BOI-EDU--AR12-01,GPN,0231,BOI,EDU,,AR12,01,01,SHELL,5,CMDRECORD,(l),,,,Record command information. ,GPN-0231-BOI-EDU--AR12-01 -> Record command information. ,"Task=Co0, Ip=**, User=**, Command=""log on fail"", Result=Success)",
Sep 25 2024 12:50:14,2024,9,25,12,50,14,0,2,269,39,0,46214,Afternoon,GPN-0661-ARB-PRI-SCH-AR22-01,GPN,0661,ARB,PRI,SCH,AR22,01,01,INFO,4,SUPPRESS_LOG,(l),,,,Last message repeated 2 times.,GPN-0661-ARB-PRI-SCH-AR22-01 -> Last message repeated 2 times.,"InfoID=3497857038, ModuleName=NTP, InfoAlias=PACKET_LENGTH_WRONG)",
Sep 25 2024 12:50:14,2024,9,25,12,50,14,0,2,269,39,0,46214,Afternoon,GPN-0198-DER-TRA--AR12-01,GPN,0198,DER,TRA,,AR12,01,01,LLDP,4,BAD_PACKET,(l),,,,2 invalid packets were received after latest notification. The last invalid packet came from interface GigabitEthernet0/0/1.,GPN-0198-DER-TRA--AR12-01 -> 2 invalid packets were received after latest notification. The last invalid packet came from interface GigabitEthernet0/0/1.,,
Sep 25 2024 12:50:14,2024,9,25,12,50,14,0,2,269,39,0,46214,Afternoon,GBN-0006-WRD-CR--M14-01,GBN,0006,WRD,CR,,M14,01,01,SNMP,3,SNMP_AUTHEN_FAILED,(s),0x80d50422,,,Failed to login through SNMP. ,GBN-0006-WRD-CR--M14-01 -> Failed to login through SNMP. ,"Version=v1, UserName=**, Ip=192.168.0.40, VpnName=SKYWIRE.VPN, RequestID=1, PduType=Get, Reason=Community is incorrect)",
Sep 25 2024 12:50:14,2024,9,25,12,50,14,0,2,269,39,0,46214,Afternoon,GBN-0006-WRD-CR--M14-01,GBN,0006,WRD,CR,,M14,01,01,SNMP,4,SNMP_IPLOCK,(s),0x80d50422,,,The source IP was locked because of the failure of login through SNMP.,GBN-0006-WRD-CR--M14-01 -> The source IP was locked because of the failure of login through SNMP.,"SourceIP=192.168.0.40, VPN=SKYWIRE.VPN",
Sep 25 2024 12:50:15,2024,9,25,12,50,15,0,2,269,39,0,46215,Afternoon,GPN-0158-HEI-CLI--AR12-01,GPN,0158,HEI,CLI,,AR12,01,01,LLDP,4,BAD_PACKET,(l),,,,2 invalid packets were received after latest notification. The last invalid packet came from interface GigabitEthernet0/0/1.,GPN-0158-HEI-CLI--AR12-01 -> 2 invalid packets were received after latest notification. The last invalid packet came from interface GigabitEthernet0/0/1.,,
Sep 25 2024 12:50:15,2024,9,25,12,50,15,0,2,269,39,0,46215,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:15,2024,9,25,12,50,15,0,2,269,39,0,46215,Afternoon,GPN-0159-LEN-CLI--AR12-01,GPN,0159,LEN,CLI,,AR12,01,01,SHELL,5,CMDRECORD,(l),,,,Record command information. ,GPN-0159-LEN-CLI--AR12-01 -> Record command information. ,"Task=Co0, Ip=**, User=**, Command=""log on fail"", Result=Success)",
Sep 25 2024 12:50:16,2024,9,25,12,50,16,0,2,269,39,0,46216,Afternoon,GPN-0282-IMB-CLI--AR12-01,GPN,0282,IMB,CLI,,AR12,01,01,SECE,6,ARPMISS,(l),,,,Attack occurred.,GPN-0282-IMB-CLI--AR12-01 -> Attack occurred.,"AttackType=Arp Miss Attack, SourceInterface=GigabitEthernet0/0/1, SourceIP=10.2.143.2, AttackPackets=6 packets per second",
Sep 25 2024 12:50:16,2024,9,25,12,50,16,0,2,269,39,0,46216,Afternoon,GPN-0071-EDN-HOS--AR12-01,GPN,0071,EDN,HOS,,AR12,01,01,LLDP,4,BAD_PACKET,(l),,,,2 invalid packets were received after latest notification. The last invalid packet came from interface Ethernet0/0/0.,GPN-0071-EDN-HOS--AR12-01 -> 2 invalid packets were received after latest notification. The last invalid packet came from interface Ethernet0/0/0.,,
Sep 25 2024 12:50:17,2024,9,25,12,50,17,0,2,269,39,0,46217,Afternoon,GPN-0480-SED-MUN-OFF-AR12-01,GPN,0480,SED,MUN,OFF,AR12,01,01,LLDP,4,BAD_PACKET,(l),,,,2 invalid packets were received after latest notification. The last invalid packet came from interface GigabitEthernet0/0/1.,GPN-0480-SED-MUN-OFF-AR12-01 -> 2 invalid packets were received after latest notification. The last invalid packet came from interface GigabitEthernet0/0/1.,,
Sep 25 2024 12:50:17,2024,9,25,12,50,17,0,2,269,39,0,46217,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:17,2024,9,25,12,50,17,0,2,269,39,0,46217,Afternoon,GPN-0200-BEN-ROA-TRA-AR12-01,GPN,0200,BEN,ROA,TRA,AR12,01,01,SHELL,5,CMDRECORD,(l),,,,Record command information. ,GPN-0200-BEN-ROA-TRA-AR12-01 -> Record command information. ,"Task=Co0, Ip=**, User=**, Command=""log on fail"", Result=Success)",
Sep 25 2024 12:50:19,2024,9,25,12,50,19,0,2,269,39,0,46219,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:19,2024,9,25,12,50,19,0,2,269,39,0,46219,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:19,2024,9,25,12,50,19,0,2,269,39,0,46219,Afternoon,GPN-0063-KOP-HOS--AR12-01,GPN,0063,KOP,HOS,,AR12,01,01,SNMP,5,SNMP_LOG_IP_UNLOCK,(l),,,,The IP address of request message was unlocked because timeout. ,GPN-0063-KOP-HOS--AR12-01 -> The IP address of request message was unlocked because timeout. ,"SourceIPType=1, SourceIP=10.190.2.134",
Sep 25 2024 12:50:19,2024,9,25,12,50,19,0,2,269,39,0,46219,Afternoon,GPN-0063-KOP-HOS--AR12-01,GPN,0063,KOP,HOS,,AR12,01,01,SNMP,5,SNMP_IP_LOCK,(l),,,,The IP address of request message was locked because authentication failed. ,GPN-0063-KOP-HOS--AR12-01 -> The IP address of request message was locked because authentication failed. ,"SourceIPType=1, SourceIP=10.190.2.134",
Sep 25 2024 12:50:20,2024,9,25,12,50,20,0,2,269,39,0,46220,Afternoon,GPN-0298-MAB-LIC--AR12-01,GPN,0298,MAB,LIC,,AR12,01,01,SNMP,5,SNMP_LOG_IP_UNLOCK,(l),,,,The IP address of request message was unlocked because timeout. ,GPN-0298-MAB-LIC--AR12-01 -> The IP address of request message was unlocked because timeout. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:50:20,2024,9,25,12,50,20,0,2,269,39,0,46220,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:20,2024,9,25,12,50,20,0,2,269,39,0,46220,Afternoon,GPN-0298-MAB-LIC--AR12-01,GPN,0298,MAB,LIC,,AR12,01,01,SNMP,5,SNMP_LOG_IP_UNLOCK,(l),,,,The IP address of request message was unlocked because timeout. ,GPN-0298-MAB-LIC--AR12-01 -> The IP address of request message was unlocked because timeout. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:50:20,2024,9,25,12,50,20,0,2,269,39,0,46220,Afternoon,GPN-0298-MAB-LIC--AR12-01,GPN,0298,MAB,LIC,,AR12,01,01,SNMP,5,SNMP_IP_LOCK,(l),,,,The IP address of request message was locked because authentication failed. ,GPN-0298-MAB-LIC--AR12-01 -> The IP address of request message was locked because authentication failed. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:50:20,2024,9,25,12,50,20,0,2,269,39,0,46220,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:20,2024,9,25,12,50,20,0,2,269,39,0,46220,Afternoon,GPN-0136-HEI-TRA--AR12-01,GPN,0136,HEI,TRA,,AR12,01,01,SECE,6,ARPMISS,(l),,,,Attack occurred.,GPN-0136-HEI-TRA--AR12-01 -> Attack occurred.,"AttackType=Arp Miss Attack, SourceInterface=GigabitEthernet0/0/1, SourceIP=10.20.4.240, AttackPackets=6 packets per second",
Sep 25 2024 12:50:21,2024,9,25,12,50,21,0,2,269,39,0,46221,Afternoon,GPN-0269-SOS-2-CLI-AR12-01,GPN,0269,SOS,2,CLI,AR12,01,01,SNMP,5,SNMP_LOG_IP_UNLOCK,(l),,,,The IP address of request message was unlocked because timeout. ,GPN-0269-SOS-2-CLI-AR12-01 -> The IP address of request message was unlocked because timeout. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:50:21,2024,9,25,12,50,21,0,2,269,39,0,46221,Afternoon,GPN-0269-SOS-2-CLI-AR12-01,GPN,0269,SOS,2,CLI,AR12,01,01,SNMP,5,SNMP_LOG_IP_UNLOCK,(l),,,,The IP address of request message was unlocked because timeout. ,GPN-0269-SOS-2-CLI-AR12-01 -> The IP address of request message was unlocked because timeout. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:50:21,2024,9,25,12,50,21,0,2,269,39,0,46221,Afternoon,GPN-0269-SOS-2-CLI-AR12-01,GPN,0269,SOS,2,CLI,AR12,01,01,SNMP,5,SNMP_IP_LOCK,(l),,,,The IP address of request message was locked because authentication failed. ,GPN-0269-SOS-2-CLI-AR12-01 -> The IP address of request message was locked because authentication failed. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:50:21,2024,9,25,12,50,21,0,2,269,39,0,46221,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:21,2024,9,25,12,50,21,0,2,269,39,0,46221,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:21,2024,9,25,12,50,21,0,2,269,39,0,46221,Afternoon,GPN-0479-WES-RAN--AR22-01,GPN,0479,WES,RAN,,AR22,01,01,SNMP,5,SNMP_LOG_IP_UNLOCK,(l),,,,The IP address of request message was unlocked because timeout. ,GPN-0479-WES-RAN--AR22-01 -> The IP address of request message was unlocked because timeout. ,"SourceIPType=1, SourceIP=10.210.105.117",
Sep 25 2024 12:50:21,2024,9,25,12,50,21,0,2,269,39,0,46221,Afternoon,GPN-0014-DID-COR-HOU-AR22-01,GPN,0014,DID,COR,HOU,AR22,01,01,SNMP,5,SNMP_LOG_IP_UNLOCK,(l),,,,The IP address of request message was unlocked because timeout. ,GPN-0014-DID-COR-HOU-AR22-01 -> The IP address of request message was unlocked because timeout. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:50:21,2024,9,25,12,50,21,0,2,269,39,0,46221,Afternoon,GPN-0479-WES-RAN--AR22-01,GPN,0479,WES,RAN,,AR22,01,01,SNMP,5,SNMP_IP_LOCK,(l),,,,The IP address of request message was locked because authentication failed. ,GPN-0479-WES-RAN--AR22-01 -> The IP address of request message was locked because authentication failed. ,"SourceIPType=1, SourceIP=10.210.105.117",
Sep 25 2024 12:50:21,2024,9,25,12,50,21,0,2,269,39,0,46221,Afternoon,GPN-0014-DID-COR-HOU-AR22-01,GPN,0014,DID,COR,HOU,AR22,01,01,INFO,4,SUPPRESS_LOG,(l),,,,Last message repeated 1 times.,GPN-0014-DID-COR-HOU-AR22-01 -> Last message repeated 1 times.,"InfoID=3229683715, ModuleName=SNMP, InfoAlias=SNMP_LOG_IP_UNLOCK)",
Sep 25 2024 12:50:21,2024,9,25,12,50,21,0,2,269,39,0,46221,Afternoon,GPN-0014-DID-COR-HOU-AR22-01,GPN,0014,DID,COR,HOU,AR22,01,01,SNMP,5,SNMP_IP_LOCK,(l),,,,The IP address of request message was locked because authentication failed. ,GPN-0014-DID-COR-HOU-AR22-01 -> The IP address of request message was locked because authentication failed. ,"SourceIPType=1, SourceIP=172.31.252.204",
Sep 25 2024 12:50:21,2024,9,25,12,50,21,0,2,269,39,0,46221,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:21,2024,9,25,12,50,21,0,2,269,39,0,46221,Afternoon,GPN-0004-CHB-CR--M14-02,GPN,0004,CHB,CR,,M14,02,01,SNMP,3,SNMP_AUTHEN_FAILED,(s),0x80d50422,,,Failed to login through SNMP. ,GPN-0004-CHB-CR--M14-02 -> Failed to login through SNMP. ,"Version=v3, UserName=nms2-admin, Ip=172.31.252.204, VpnName=_public_, RequestID=4294967295, PduType=Unknown PDU type, Reason=UsmUser Name is incorrect)",
Sep 25 2024 12:50:21,2024,9,25,12,50,21,0,2,269,39,0,46221,Afternoon,GPN-0004-CHB-CR--M14-02,GPN,0004,CHB,CR,,M14,02,01,SNMP,4,SNMP_IPLOCK,(s),0x80d50422,,,The source IP was locked because of the failure of login through SNMP.,GPN-0004-CHB-CR--M14-02 -> The source IP was locked because of the failure of login through SNMP.,"SourceIP=172.31.252.204, VPN=_public_",
Sep 25 2024 12:50:22,2024,9,25,12,50,22,0,2,269,39,0,46222,Afternoon,GBN-0006-WRD-CR--M14-01,GBN,0006,WRD,CR,,M14,01,01,SNMP,4,SNMP_IPUNLOCK,(s),0x80d50422,,,The source IP was unlocked.,GBN-0006-WRD-CR--M14-01 -> The source IP was unlocked.,"SourceIP=192.168.0.40, VPN=SKYWIRE.VPN",
Sep 25 2024 12:50:23,2024,9,25,12,50,23,0,2,269,39,0,46223,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:23,2024,9,25,12,50,23,0,2,269,39,0,46223,Afternoon,GBN-0006-WRD-CR--M14-01,GBN,0006,WRD,CR,,M14,01,01,SNMP,4,SNMP_IPLOCK,(s),0x80d50422,,,The source IP was locked because of the failure of login through SNMP.,GBN-0006-WRD-CR--M14-01 -> The source IP was locked because of the failure of login through SNMP.,"SourceIP=192.168.0.40, VPN=SKYWIRE.VPN",
Sep 25 2024 12:50:24,2024,9,25,12,50,24,0,2,269,39,0,46224,Afternoon,GPN-0479-WES-RAN--AR22-01,GPN,0479,WES,RAN,,AR22,01,01,LLDP,4,BAD_PACKET,(l),,,,3 invalid packets were received after latest notification. The last invalid packet came from interface GigabitEthernet0/0/2.,GPN-0479-WES-RAN--AR22-01 -> 3 invalid packets were received after latest notification. The last invalid packet came from interface GigabitEthernet0/0/2.,,
Sep 25 2024 12:50:25,2024,9,25,12,50,25,0,2,269,39,0,46225,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:25,2024,9,25,12,50,25,0,2,269,39,0,46225,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:25,2024,9,25,12,50,25,0,2,269,39,0,46225,Afternoon,,,,,,,,,,,,,,,,,,,,
Sep 25 2024 12:50:25,2024,9,25,12,50,25,0,2,269,39,0,46225,Afternoon,,,,,,,,,,,,,,,,,,,,
